250_c2_r3,1000_c2_r3,5000_c2_r4
NaN,NaN,NaN
NaN,NaN,NaN
2.220446e-16,0.0190222095571715,0.0461144837302373
2.220446e-16,0.044496488,0.0432700834809156
2.220446e-16,0.0474472654011781,0.0328804272136963
2.220446e-16,0.0599707243655185,0.00689144613474363
2.220446e-16,0.06557377,0
2.220446e-16,0.0623383755713865,0.0100476301158545
2.220446e-16,0.0548243376954668,0.0449181155796649
2.220446e-16,0.047310299819547,0.0444327020476539
2.220446e-16,0.044496488,0.0354908704789809
2.220446e-16,0.044496488,0.0145986488120114
2.220446e-16,0.0142391997673604,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
